ibgeCode,municipio,uf,hierarquia,distancia_polo_km
2915403,Itaju do Colônia,BA,5,55.8
2915502,Itajuípe,BA,5,24.45
2915601,Itamaraju,BA,3,46.83
2915700,Itamari,BA,5,20.22
2915809,Itambé,BA,5,50.21
2915908,Itanagra,BA,5,45.8
2916005,Itanhém,BA,5,70.93
2916104,Itaparica,BA,5,15.89
2916203,Itapé,BA,5,22.99
2916302,Itapebi,BA,5,43.37
2916401,Itapetinga,BA,3,97.91
2916500,Itapicuru,BA,5,26.92
2916609,Itapitanga,BA,5,53.63
2916708,Itaquara,BA,5,13.29
2916807,Itarantim,BA,5,42.34
2916856,Itatim,BA,5,95.11
2916906,Itiruçu,BA,5,43.33
2917003,Itiúba,BA,5,40.52
2917102,Itororó,BA,4,28.95
2917201,Ituaçu,BA,5,136.77
2917300,Ituberá,BA,5,43.81
2917334,Iuiu,BA,5,83.67
2917359,Jaborandi,BA,5,145.75
2917409,Jacaraci,BA,5,154.07
2917508,Jacobina,BA,3,294.8
2917607,Jaguaquara,BA,4,41.64
2917706,Jaguarari,BA,5,48.55
2917805,Jaguaripe,BA,5,29.09
2917904,Jandaíra,BA,5,34.67
2918001,Jequié,BA,3,209.33
2918100,Jeremoabo,BA,4,52.54
2918209,Jiquiriçá,BA,5,53.2
2918308,Jitaúna,BA,5,31.62
2918357,João Dourado,BA,5,31.37
2918407,Juazeiro,BA,2,610.05
2918456,Jucuruçu,BA,5,40.41
2918506,Jussara,BA,5,40.62
2918555,Jussari,BA,5,36.99
2918605,Jussiape,BA,5,53.29
2918704,Lafaiete Coutinho,BA,5,30.48
2918753,Lagoa Real,BA,5,29.35
2918803,Laje,BA,5,21.99
2918902,Lajedão,BA,5,57.33
2919009,Lajedinho,BA,5,78.27
2919058,Lajedo do Tabocal,BA,5,48.74
2919108,Lamarão,BA,5,15.95
2919157,Lapão,BA,5,21.45
2919207,Lauro de Freitas,BA,1,19.87
2919306,Lençóis,BA,5,59.19
2919405,Licínio de Almeida,BA,5,22.87
2919504,Livramento de Nossa Senhora,BA,4,174.61
2919553,Luís Eduardo Magalhães,BA,3,57.11
2919603,Macajuba,BA,5,41.91
2919702,Macarani,BA,5,45.47
2919801,Macaúbas,BA,4,279.44
2919900,Macururé,BA,5,184.19
2919926,Madre de Deus,BA,1,20.1
2919959,Maetinga,BA,5,74.95
2920007,Maiquinique,BA,5,46.93
2920106,Mairi,BA,5,220.75
2920205,Malhada,BA,5,89.11
2920304,Malhada de Pedras,BA,5,26.38
2920403,Manoel Vitorino,BA,5,47.39
2920452,Mansidão,BA,5,182.46
2920502,Maracás,BA,4,60.87
2920601,Maragogipe,BA,5,46.2
2920700,Maraú,BA,5,66.5
2920809,Marcionílio Souza,BA,5,84.19
2920908,Mascote,BA,5,26.7
2921005,Mata de São João,BA,1,58.13
2921054,Matina,BA,5,41.71
2921104,Medeiros Neto,BA,5,52.93
2921203,Miguel Calmon,BA,5,32.18
2921302,Milagres,BA,5,23.69
2921401,Mirangaba,BA,5,43.04
2921450,Mirante,BA,5,90.95
2921500,Monte Santo,BA,5,61.94
2921609,Morpará,BA,5,36.62
2921708,Morro do Chapéu,BA,4,77.77
2921807,Mortugaba,BA,5,152.29
2921906,Mucugê,BA,5,46.03
2922003,Mucuri,BA,4,70.93
2922052,Mulungu do Morro,BA,5,82.69
2922102,Mundo Novo,BA,5,244.52
2922201,Muniz Ferreira,BA,5,14.75
2922250,Muquém do São Francisco,BA,5,37.18
2922300,Muritiba,BA,5,48.2
2922409,Mutuípe,BA,5,45.35
2922508,Nazaré,BA,5,26.66
2922607,Nilo Peçanha,BA,5,33.74
2922656,Nordestina,BA,5,40.16
2922706,Nova Canaã,BA,5,78.22
2922730,Nova Fátima,BA,5,91.23
2922755,Nova Ibiá,BA,5,11.6
2922805,Nova Itarana,BA,5,43.13
2922854,Nova Redenção,BA,5,96.63
2922904,Nova Soure,BA,5,60.84
2923001,Nova Viçosa,BA,5,53.32
2923035,Novo Horizonte,BA,5,54.73
2923050,Novo Triunfo,BA,5,15.93
2923100,Olindina,BA,5,77.22
2923209,Oliveira dos Brejinhos,BA,5,57.65
2923308,Ouriçangas,BA,5,28.87
2923357,Ourolândia,BA,5,70.73
2923407,Palmas de Monte Alto,BA,5,43.64
2923506,Palmeiras,BA,5,37.75
2923605,Paramirim,BA,4,217.66
2923704,Paratinga,BA,5,71.41
2923803,Paripiranga,BA,5,97.53
2923902,Pau Brasil,BA,5,78.53
2924009,Paulo Afonso,BA,3,371.51
2924058,Pé de Serra,BA,5,20.95
2924108,Pedrão,BA,5,25.59
2924207,Pedro Alexandre,BA,5,139.54
2924306,Piatã,BA,5,69.84
2924405,Pilão Arcado,BA,5,104.5
2924504,Pindaí,BA,5,33.23
2924603,Pindobaçu,BA,5,37.07
2924652,Pintadas,BA,5,38.7
2924678,Piraí do Norte,BA,5,11.38
2924702,Piripá,BA,5,87.44
2924801,Piritiba,BA,5,62.36
2924900,Planaltino,BA,5,44.33
2925006,Planalto,BA,5,55.79
2925105,Poções,BA,5,74.15
2925204,Pojuca,BA,5,64.07
2925253,Ponto Novo,BA,5,53.46
2925303,Porto Seguro,BA,3,50.44
2925402,Potiraguá,BA,5,54.6
2925501,Prado,BA,5,56.48
2925600,Presidente Dutra,BA,5,16.98
2925709,Presidente Jânio Quadros,BA,5,93.41
2925758,Presidente Tancredo Neves,BA,5,117.35
2925808,Queimadas,BA,4,243.68
2925907,Quijingue,BA,5,37.94
2925931,Quixabeira,BA,5,16.09
2925956,Rafael Jambeiro,BA,5,124.29
2926004,Remanso,BA,4,195.97
2926103,Retirolândia,BA,5,15.4
2926202,Riachão das Neves,BA,5,57.39
2926301,Riachão do Jacuípe,BA,4,59.43
2926400,Riacho de Santana,BA,5,67.22
2926509,Ribeira do Amparo,BA,5,26.04
2926608,Ribeira do Pombal,BA,3,234.33
2926657,Ribeirão do Largo,BA,5,56.61
2926707,Rio de Contas,BA,5,36.63
2926806,Rio do Antônio,BA,5,146.97
2926905,Rio do Pires,BA,5,43.8
2927002,Rio Real,BA,4,109.16
2927101,Rodelas,BA,5,55.86
2927200,Ruy Barbosa,BA,4,49.63
2927309,Salinas da Margarida,BA,5,26.58
2927408,Salvador,BA,1,0.0
2927507,Santa Bárbara,BA,5,28.77
2927606,Santa Brígida,BA,5,29.68
2927705,Santa Cruz Cabrália,BA,5,44.96
2927804,Santa Cruz da Vitória,BA,5,54.04
2927903,Santa Inês,BA,4,152.35
2928000,Santaluz,BA,5,42.33
2928059,Santa Luzia,BA,5,65.54
2928109,Santa Maria da Vitória,BA,4,464.42
2928208,Santana,BA,4,206.44
2928307,Santanópolis,BA,5,30.39
2928406,Santa Rita de Cássia,BA,5,153.41
2928505,Santa Terezinha,BA,5,22.41
2928604,Santo Amaro,BA,4,43.28
2928703,Santo Antônio de Jesus,BA,3,78.39
2928802,Santo Estêvão,BA,5,39.54
2928901,São Desidério,BA,5,87.02
2928950,São Domingos,BA,5,33.88
2929008,São Félix,BA,5,53.81
2929057,São Félix do Coribe,BA,4,474.91
2929107,São Felipe,BA,5,23.14
2929206,São Francisco do Conde,BA,1,27.84
2929255,São Gabriel,BA,5,32.3
2929305,São Gonçalo dos Campos,BA,5,27.39
2929354,São José da Vitória,BA,5,25.09
2929370,São José do Jacuípe,BA,5,14.31
2929404,São Miguel das Matas,BA,5,21.79
2929503,São Sebastião do Passé,BA,1,39.96
2929602,Sapeaçu,BA,5,77.74
2929701,Sátiro Dias,BA,5,63.64
2929750,Saubara,BA,5,29.98
2929800,Saúde,BA,5,31.06
2929909,Seabra,BA,4,368.74
2930006,Sebastião Laranjeiras,BA,5,52.2
2930105,Senhor do Bonfim,BA,3,170.0
2930154,Serra do Ramalho,BA,5,46.69
2930204,Sento Sé,BA,5,170.2
2930303,Serra Dourada,BA,5,206.56
2930402,Serra Preta,BA,5,37.91
2930501,Serrinha,BA,3,59.19
2930600,Serrolândia,BA,5,47.47
2930709,Simões Filho,BA,1,16.65
2930758,Sítio do Mato,BA,5,53.06
2930766,Sítio do Quinto,BA,5,38.02
2930774,Sobradinho,BA,5,79.03
2930808,Souto Soares,BA,5,79.08
2930907,Tabocas do Brejo Velho,BA,5,156.87
2931004,Tanhaçu,BA,5,97.15
2931053,Tanque Novo,BA,4,78.33
2931103,Tanquinho,BA,5,26.72
2931202,Taperoá,BA,5,24.37
2931301,Tapiramutá,BA,5,86.89
2931350,Teixeira de Freitas,BA,3,524.45
2931400,Teodoro Sampaio,BA,5,45.84
2931509,Teofilândia,BA,5,21.09
2931608,Teolândia,BA,5,130.94
2931707,Terra Nova,BA,5,54.17
2931806,Tremedal,BA,5,61.75
2931905,Tucano,BA,5,40.85
2932002,Uauá,BA,5,157.66
2932101,Ubaíra,BA,5,58.13
2932200,Ubaitaba,BA,5,66.16
2932309,Ubatã,BA,5,87.15
2932408,Uibaí,BA,5,29.37
2932457,Umburanas,BA,5,96.92
2932507,Una,BA,5,53.56
2932606,Urandi,BA,5,60.64
2932705,Uruçuca,BA,5,25.35
2932804,Utinga,BA,4,292.46
2932903,Valença,BA,3,91.56
2933000,Valente,BA,4,194.24
2933059,Várzea da Roça,BA,5,30.71
2933109,Várzea do Poço,BA,5,52.44
2933158,Várzea Nova,BA,5,51.45
2933174,Varzedo,BA,5,18.59
2933208,Vera Cruz,BA,5,26.6
2933257,Vereda,BA,5,30.62
2933307,Vitória da Conquista,BA,2,348.01
2933406,Wagner,BA,5,100.82
2933455,Wanderley,BA,5,176.05
2933505,Wenceslau Guimarães,BA,5,23.64
2933604,Xique-Xique,BA,4,107.99
3100104,Abadia dos Dourados,MG,5,39.87
3100203,Abaeté,MG,4,171.5
3100302,Abre Campo,MG,5,163.62
3100401,Acaiaca,MG,5,19.15
3100500,Açucena,MG,5,46.03
3100609,Água Boa,MG,5,43.57
3100708,Água Comprida,MG,5,48.93
3100807,Aguanil,MG,5,18.3
3100906,Águas Formosas,MG,4,86.57
3101003,Águas Vermelhas,MG,5,102.8
3101102,Aimorés,MG,5,24.95
3101201,Aiuruoca,MG,4,30.99
3101300,Alagoa,MG,5,39.22
3101409,Albertina,MG,5,18.37
3101508,Além Paraíba,MG,3,74.72
3101607,Alfenas,MG,3,77.04
3101631,Alfredo Vasconcelos,MG,3,139.96
3101706,Almenara,MG,3,544.75
3101805,Alpercata,MG,5,23.33
3101904,Alpinópolis,MG,5,30.1
3102001,Alterosa,MG,5,26.5
3102050,Alto Caparaó,MG,5,38.61
3102100,Alto Rio Doce,MG,5,47.69
3102209,Alvarenga,MG,5,76.09
3102308,Alvinópolis,MG,5,30.68
3102407,Alvorada de Minas,MG,5,27.12
3102506,Amparo do Serra,MG,5,17.66
3102605,Andradas,MG,4,29.95
3102704,Cachoeira de Pajeú,MG,5,33.62
3102803,Andrelândia,MG,5,83.43
3102852,Angelândia,MG,5,22.14
3102902,Antônio Carlos,MG,3,168.8
3103009,Antônio Dias,MG,5,32.26
3103108,Antônio Prado de Minas,MG,5,28.83
3103207,Araçaí,MG,5,22.7
3103306,Aracitaba,MG,5,44.32
3103405,Araçuaí,MG,3,390.35
3103504,Araguari,MG,3,51.49
3103603,Arantina,MG,5,80.46
3103702,Araponga,MG,5,41.14
3103751,Araporã,MG,3,204.54
3103801,Arapuá,MG,5,64.51
3103900,Araújos,MG,5,37.02
3104007,Araxá,MG,3,105.25
3104106,Arceburgo,MG,5,13.57
3104205,Arcos,MG,4,170.63
3104304,Areado,MG,5,18.77
3104403,Argirita,MG,5,21.78
3104452,Aricanduva,MG,5,24.09
3104502,Arinos,MG,5,112.68
3104601,Astolfo Dutra,MG,5,21.26
3104700,Ataléia,MG,5,55.48
3104809,Augusto de Lima,MG,5,201.22
3104908,Baependi,MG,3,24.5
3105004,Baldim,MG,5,45.41
3105103,Bambuí,MG,4,214.43
3105202,Bandeira,MG,5,28.36
3105301,Bandeira do Sul,MG,5,20.39
3105400,Barão de Cocais,MG,5,48.59
3105509,Barão do Monte Alto,MG,5,24.45
3105608,Barbacena,MG,3,150.93
3105707,Barra Longa,MG,5,21.7
3105905,Barroso,MG,5,17.95
3106002,Bela Vista de Minas,MG,3,90.23
3106101,Belmiro Braga,MG,5,26.61
3106200,Belo Horizonte,MG,1,0.0
3106309,Belo Oriente,MG,2,173.53
3106408,Belo Vale,MG,5,59.11
3106507,Berilo,MG,5,53.98
3106606,Bertópolis,MG,5,118.87
3106655,Berizal,MG,5,34.63
3106705,Betim,MG,1,25.62
3106804,Bias Fortes,MG,5,34.69
3106903,Bicas,MG,5,37.34
3107000,Biquinhas,MG,5,42.86
3107109,Boa Esperança,MG,4,215.02
3107208,Bocaina de Minas,MG,5,25.03
3107307,Bocaiúva,MG,4,78.65
3107406,Bom Despacho,MG,3,140.85
3107505,Bom Jardim de Minas,MG,5,71.75
3107604,Bom Jesus da Penha,MG,5,34.19
3107703,Bom Jesus do Amparo,MG,5,22.01
3107802,Bom Jesus do Galho,MG,5,26.19
3107901,Bom Repouso,MG,5,18.7
3108008,Bom Sucesso,MG,4,37.33
3108107,Bonfim,MG,5,53.8
3108206,Bonfinópolis de Minas,MG,5,67.18
3108255,Bonito de Minas,MG,5,36.77
3108305,Borda da Mata,MG,4,21.73
3108404,Botelhos,MG,5,24.04
3108503,Botumirim,MG,5,104.66
3108552,Brasilândia de Minas,MG,5,72.07
3108602,Brasília de Minas,MG,4,68.62
3108701,Brás Pires,MG,5,37.37
3108800,Braúnas,MG,5,47.72
3108909,Brazópolis,MG,5,23.29
3109006,Brumadinho,MG,1,35.11
3109105,Bueno Brandão,MG,5,25.88
3109204,Buenópolis,MG,5,224.97
3109253,Bugre,MG,2,183.01
3109303,Buritis,MG,5,133.0
3109402,Buritizeiro,MG,3,153.07
3109451,Cabeceira Grande,MG,5,46.57
3109501,Cabo Verde,MG,5,39.99
3109600,Cachoeira da Prata,MG,5,24.64
3109709,Cachoeira de Minas,MG,5,18.6
3109808,Cachoeira Dourada,MG,5,43.52
3109907,Caetanópolis,MG,5,18.87
3110004,Caeté,MG,1,33.87
3110103,Caiana,MG,5,14.35
3110202,Cajuri,MG,3,158.65
3110301,Caldas,MG,5,22.6
3110400,Camacho,MG,5,20.46
3110509,Camanducaia,MG,5,59.39
3110608,Cambuí,MG,4,38.1
3110707,Cambuquira,MG,5,20.09
3110806,Campanário,MG,5,73.27
3110905,Campanha,MG,5,31.87
3111002,Campestre,MG,5,36.77
3111101,Campina Verde,MG,5,163.13
3111150,Campo Azul,MG,5,89.56
3111200,Campo Belo,MG,3,176.18
3111309,Campo do Meio,MG,5,32.84
3111408,Campo Florido,MG,5,71.7
3111507,Campos Altos,MG,5,81.73
3111606,Campos Gerais,MG,5,26.37
3111705,Canaã,MG,5,28.49
3111804,Canápolis,MG,5,103.44
3111903,Cana Verde,MG,5,14.6
3112000,Candeias,MG,5,19.26
3112059,Cantagalo,MG,5,15.2
3112109,Caparaó,MG,5,8.11
3112208,Capela Nova,MG,5,42.22
3112307,Capelinha,MG,4,290.31
3112406,Capetinga,MG,5,38.05
3112505,Capim Branco,MG,5,42.9
3112604,Capinópolis,MG,4,34.11
3112653,Capitão Andrade,MG,5,33.45
3112703,Capitão Enéas,MG,5,61.05
3112802,Capitólio,MG,5,51.02
3112901,Caputira,MG,5,15.35
3113008,Caraí,MG,5,63.87
3113107,Caranaíba,MG,5,26.08
3113206,Carandaí,MG,5,28.78
3113305,Carangola,MG,4,55.37
3113404,Caratinga,MG,3,60.19
3113503,Carbonita,MG,5,80.47
3113602,Careaçu,MG,5,35.37
3113701,Carlos Chagas,MG,5,57.37
3113800,Carmésia,MG,5,42.34
3113909,Carmo da Cachoeira,MG,5,24.75
3114006,Carmo da Mata,MG,5,48.57
3114105,Carmo de Minas,MG,5,13.47
3114204,Carmo do Cajuru,MG,5,25.26
3114303,Carmo do Paranaíba,MG,5,48.48
3114402,Carmo do Rio Claro,MG,5,48.29
3114501,Carmópolis de Minas,MG,5,102.82
3114550,Carneirinho,MG,5,193.05
3114600,Carrancas,MG,5,51.07
3114709,Carvalhópolis,MG,5,15.11
3114808,Carvalhos,MG,5,18.0
3114907,Casa Grande,MG,5,24.37
3115003,Cascalho Rico,MG,5,36.43
3115102,Cássia,MG,5,46.87
3115201,Conceição da Barra de Minas,MG,5,25.97
3115300,Cataguases,MG,3,93.21
3115359,Catas Altas,MG,5,60.71
3115409,Catas Altas da Noruega,MG,5,30.21
3115458,Catuji,MG,5,40.1
3115474,Catuti,MG,5,26.9
3115508,Caxambu,MG,3,17.98
3115607,Cedro do Abaeté,MG,5,35.78
3115706,Central de Minas,MG,5,70.43
3115805,Centralina,MG,5,41.16
3115904,Chácara,MG,2,213.06
3116001,Chalé,MG,5,49.92
3116100,Chapada do Norte,MG,5,23.97
3116159,Chapada Gaúcha,MG,5,177.43
3116209,Chiador,MG,3,53.2
3116308,Cipotânea,MG,5,58.64
3116407,Claraval,MG,2,369.85
3116506,Claro dos Poções,MG,5,59.3
3116605,Cláudio,MG,5,34.45
3116704,Coimbra,MG,5,15.01
3116803,Coluna,MG,4,65.23
3116902,Comendador Gomes,MG,5,41.01
3117009,Comercinho,MG,5,27.52
3117108,Conceição da Aparecida,MG,5,42.13
3117207,Conceição das Pedras,MG,5,30.46
3117306,Conceição das Alagoas,MG,5,58.42
3117405,Conceição de Ipanema,MG,5,18.5
3117504,Conceição do Mato Dentro,MG,5,117.6
3117603,Conceição do Pará,MG,5,96.41
3117702,Conceição do Rio Verde,MG,5,17.27
3117801,Conceição dos Ouros,MG,5,26.6
3117836,Cônego Marinho,MG,5,46.41
3117876,Confins,MG,1,28.97
3117900,Congonhal,MG,5,16.95
3118007,Congonhas,MG,3,69.06
3118106,Congonhas do Norte,MG,5,119.12
3118205,Conquista,MG,5,49.65
3118304,Conselheiro Lafaiete,MG,3,86.6
3118403,Conselheiro Pena,MG,5,68.64
3118502,Consolação,MG,5,17.25
3118601,Contagem,MG,1,13.2
3118700,Coqueiral,MG,5,43.14
3118809,Coração de Jesus,MG,5,47.72
3118908,Cordisburgo,MG,5,38.74
3119005,Cordislândia,MG,5,60.79
3119104,Corinto,MG,4,187.79
3119203,Coroaci,MG,5,37.06
3119302,Coromandel,MG,5,143.69
3119401,Coronel Fabriciano,MG,2,141.8
3119500,Coronel Murta,MG,5,42.44
3119609,Coronel Pacheco,MG,5,23.63
3119708,Coronel Xavier Chaves,MG,3,127.18
3119807,Córrego Danta,MG,5,36.46
3119906,Córrego do Bom Jesus,MG,4,41.48
3119955,Córrego Fundo,MG,5,11.76
3120003,Córrego Novo,MG,5,46.4
3120102,Couto de Magalhães de Minas,MG,5,20.41
3120151,Crisólita,MG,5,22.11
3120201,Cristais,MG,5,33.55
3120300,Cristália,MG,5,118.83
3120409,Cristiano Otoni,MG,5,19.27
3120508,Cristina,MG,5,27.08
3120607,Crucilândia,MG,5,69.73
3120706,Cruzeiro da Fortaleza,MG,5,45.47
3120805,Cruzília,MG,4,31.32
3120839,Cuparaque,MG,5,91.35
3120870,Curral de Dentro,MG,5,49.83
3120904,Curvelo,MG,3,130.99
3121001,Datas,MG,5,53.2
3121100,Delfim Moreira,MG,5,16.24
3121209,Delfinópolis,MG,5,43.24
3121258,Delta,MG,5,42.99
3121308,Descoberto,MG,5,61.57
3121407,Desterro de Entre Rios,MG,5,50.32
3121506,Desterro do Melo,MG,5,31.25
3121605,Diamantina,MG,3,215.67
3121704,Diogo de Vasconcelos,MG,5,28.7
3121803,Dionísio,MG,5,45.1
3121902,Divinésia,MG,5,13.48
3122009,Divino,MG,4,15.51
3122108,Divino das Laranjeiras,MG,5,48.78
3122207,Divinolândia de Minas,MG,5,64.09
3122306,Divinópolis,MG,2,104.5
3122355,Divisa Alegre,MG,5,95.04
3122405,Divisa Nova,MG,5,32.09
3122454,Divisópolis,MG,5,87.34
3122470,Dom Bosco,MG,5,69.6
3122504,Dom Cavati,MG,5,53.76
3122603,Dom Joaquim,MG,5,44.32
3122702,Dom Silvério,MG,4,31.02
3122801,Dom Viçoso,MG,5,17.03
3122900,Dona Euzébia,MG,5,13.1
3123007,Dores de Campos,MG,5,25.97
3123106,Dores de Guanhães,MG,5,25.76
3123205,Dores do Indaiá,MG,4,172.49
3123304,Dores do Turvo,MG,5,22.85
3123403,Doresópolis,MG,5,23.75
3123502,Douradoquara,MG,5,33.65
3123528,Durandé,MG,5,32.81
3123601,Elói Mendes,MG,5,20.33
3123700,Engenheiro Caldas,MG,5,38.88
3123809,Engenheiro Navarro,MG,5,75.42
3123858,Entre Folhas,MG,5,15.62
3123908,Entre Rios de Minas,MG,5,32.12
3124005,Ervália,MG,5,31.89
3124104,Esmeraldas,MG,1,41.08
3124203,Espera Feliz,MG,4,19.93
3124302,Espinosa,MG,5,221.78
3124401,Espírito Santo do Dourado,MG,5,28.85
3124500,Estiva,MG,5,22.91
3124609,Estrela Dalva,MG,5,33.05
3124708,Estrela do Indaiá,MG,5,29.52
3124807,Estrela do Sul,MG,5,72.61
3124906,Eugenópolis,MG,5,22.23
3125002,Ewbank da Câmara,MG,2,190.51
3125101,Extrema,MG,3,29.97
3125200,Fama,MG,5,17.82
3125309,Faria Lemos,MG,5,10.39
3125408,Felício dos Santos,MG,5,42.09
3125507,São Gonçalo do Rio Preto,MG,5,28.21
3125606,Felisburgo,MG,5,60.88
3125705,Felixlândia,MG,5,55.3
3125804,Fernandes Tourinho,MG,5,38.21
3125903,Ferros,MG,5,129.43
3125952,Fervedouro,MG,5,46.31
3126000,Florestal,MG,5,50.72
3126109,Formiga,MG,3,177.91
3126208,Formoso,MG,5,190.06
3126307,Fortaleza de Minas,MG,3,313.0
3126406,Fortuna de Minas,MG,5,29.68
3126505,Francisco Badaró,MG,5,34.23
3126604,Francisco Dumont,MG,5,101.56
3126703,Francisco Sá,MG,5,54.3
3126752,Franciscópolis,MG,5,22.48
3126802,Frei Gaspar,MG,5,49.13
3126901,Frei Inocêncio,MG,5,30.55
3126950,Frei Lagonegro,MG,5,14.62
3127008,Fronteira,MG,5,66.76
3127057,Fronteira dos Vales,MG,5,22.04
3127073,Fruta de Leite,MG,5,39.3
3127107,Frutal,MG,3,526.82
3127206,Funilândia,MG,5,20.47
3127305,Galiléia,MG,5,45.23
3127339,Gameleiras,MG,5,40.86
3127354,Glaucilândia,MG,5,44.3
3127370,Goiabeira,MG,5,81.21
3127388,Goianá,MG,5,35.43
3127404,Gonçalves,MG,5,50.56
3127503,Gonzaga,MG,5,57.54
3127602,Gouveia,MG,5,63.45
3127701,Governador Valadares,MG,2,243.58
3127800,Grão Mogol,MG,5,101.54
3127909,Grupiara,MG,5,84.87
3128006,Guanhães,MG,3,166.27
3128105,Guapé,MG,5,73.04
3128204,Guaraciaba,MG,5,19.18
3128253,Guaraciama,MG,5,24.35
3128303,Guaranésia,MG,5,12.97
3128402,Guarani,MG,5,60.24
3128501,Guarará,MG,5,45.73
3128600,Guarda-Mor,MG,5,116.35
3128709,Guaxupé,MG,3,322.68
3128808,Guidoval,MG,5,19.79
3128907,Guimarânia,MG,5,35.52
3129004,Guiricema,MG,5,29.53
3129103,Gurinhatã,MG,5,36.18
3129202,Heliodora,MG,5,47.68
3129301,Iapu,MG,5,38.86
3129400,Ibertioga,MG,5,27.5
3129509,Ibiá,MG,5,40.47
3129608,Ibiaí,MG,5,63.67
3129657,Ibiracatu,MG,5,23.35
3129707,Ibiraci,MG,5,33.24
3129806,Ibirité,MG,1,17.61
3129905,Ibitiúra de Minas,MG,5,14.95
3130002,Ibituruna,MG,5,15.63
3130051,Icaraí de Minas,MG,5,37.41
3130101,Igarapé,MG,1,41.65
3130200,Igaratinga,MG,5,17.39
3130309,Iguatama,MG,5,24.4
3130408,Ijaci,MG,3,174.49
3130507,Ilicínea,MG,5,22.72
3130556,Imbé de Minas,MG,5,17.43
3130606,Inconfidentes,MG,5,13.88
3130655,Indaiabira,MG,5,30.47
3130705,Indianópolis,MG,5,51.39
3130804,Ingaí,MG,5,19.99
3130903,Inhapim,MG,4,27.7
3131000,Inhaúma,MG,2,65.11
3131109,Inimutaba,MG,3,135.39
3131158,Ipaba,MG,2,175.24
3131208,Ipanema,MG,4,61.26
3131307,Ipatinga,MG,2,151.39
3131406,Ipiaçu,MG,5,37.01
3131505,Ipuiúna,MG,5,50.89
3131604,Iraí de Minas,MG,5,37.21
3131703,Itabira,MG,3,76.8
3131802,Itabirinha,MG,4,80.23
3131901,Itabirito,MG,5,41.98
3132008,Itacambira,MG,5,73.06
3132107,Itacarambi,MG,5,79.34
3132206,Itaguara,MG,5,79.46
3132305,Itaipé,MG,5,44.74
3132404,Itajubá,MG,3,317.95
3132503,Itamarandiba,MG,4,254.58
3132602,Itamarati de Minas,MG,5,20.11
3132701,Itambacuri,MG,5,69.57
3132800,Itambé do Mato Dentro,MG,5,23.48
3132909,Itamogi,MG,5,17.38
3133006,Itamonte,MG,5,34.28
3133105,Itanhandu,MG,5,25.39
3133204,Itanhomi,MG,5,44.8
3133303,Itaobim,MG,4,126.83
3133402,Itapagipe,MG,5,111.85
3133501,Itapecerica,MG,4,41.44
3133600,Itapeva,MG,5,16.08
3133709,Itatiaiuçu,MG,3,61.85
3133758,Itaú de Minas,MG,5,15.82
3133808,Itaúna,MG,3,68.59
3133907,Itaverava,MG,5,18.41
3134004,Itinga,MG,5,41.59
3134103,Itueta,MG,5,18.59
3134202,Ituiutaba,MG,3,127.59
3134301,Itumirim,MG,3,178.58
3134400,Iturama,MG,3,668.48
3134509,Itutinga,MG,5,35.33
3134608,Jaboticatubas,MG,5,57.2
3134707,Jacinto,MG,5,44.95
3134806,Jacuí,MG,5,30.28
3134905,Jacutinga,MG,5,23.77
3135001,Jaguaraçu,MG,2,133.11
3135050,Jaíba,MG,5,156.73
3135076,Jampruca,MG,5,42.57
3135100,Janaúba,MG,3,107.71
3135209,Januária,MG,3,174.97
3135308,Japaraíba,MG,4,62.64
3135357,Japonvar,MG,5,86.15
3135407,Jeceaba,MG,3,72.81
3135456,Jenipapo de Minas,MG,5,35.51
3135506,Jequeri,MG,5,31.83
3135605,Jequitaí,MG,5,87.34
3135704,Jequitibá,MG,5,36.44
3135803,Jequitinhonha,MG,4,50.59
3135902,Jesuânia,MG,5,10.63
3136009,Joaíma,MG,5,43.19
3136108,Joanésia,MG,5,27.75
3136207,João Monlevade,MG,3,83.67
3136306,João Pinheiro,MG,4,125.89
3136405,Joaquim Felício,MG,5,118.9
3136504,Jordânia,MG,5,49.86
3136520,José Gonçalves de Minas,MG,5,70.75
3136553,José Raydan,MG,5,16.49
3136579,Josenópolis,MG,5,147.37
3136603,Nova União,MG,5,50.25
3136652,Juatuba,MG,1,41.74
3136702,Juiz de Fora,MG,2,211.19
3136801,Juramento,MG,5,46.06
3136900,Juruaia,MG,5,17.92
3136959,Juvenília,MG,5,45.61
3137007,Ladainha,MG,5,47.58
3137106,Lagamar,MG,5,59.99
3137205,Lagoa da Prata,MG,4,60.19
3137304,Lagoa dos Patos,MG,5,87.3
3137403,Lagoa Dourada,MG,5,46.32
3137502,Lagoa Formosa,MG,5,26.37
3137536,Lagoa Grande,MG,5,92.83
3137601,Lagoa Santa,MG,1,31.42
3137700,Lajinha,MG,5,54.3
3137809,Lambari,MG,4,37.65
3137908,Lamim,MG,5,35.13
3138005,Laranjal,MG,5,29.21
3138104,Lassance,MG,5,43.03
3138203,Lavras,MG,3,188.62
3138302,Leandro Ferreira,MG,3,50.83
3138351,Leme do Prado,MG,5,21.79
3138401,Leopoldina,MG,4,87.63
3138500,Liberdade,MG,5,94.67
3138609,Lima Duarte,MG,5,44.13
3138625,Limeira do Oeste,MG,5,46.49
3138658,Lontra,MG,5,92.4
3138674,Luisburgo,MG,5,27.06
3138682,Luislândia,MG,5,17.49
